returned_keyword,close_variants,matched_submitted_keywords,matched_formats,average_monthly_searches,competition,competition_index,average_cpc_gbp,low_top_of_page_gbp,high_top_of_page_gbp,monthly_search_volumes,geography,geo_criterion,language,language_criterion,network,observed_at,interpretation
sushi workshop near me,,sushi workshop near me,Food and drink: Sushi making,20,HIGH,100,0.4387,0.3315,0.6014,2025-august:10|2025-september:20|2025-october:20|2025-november:20|2025-december:20|2026-january:20|2026-february:10|2026-march:30|2026-april:20|2026-may:10|2026-june:10|2026-july:10,United Kingdom,2826,English,1000,Google Search,2026-09-03,Rounded historical demand signal; not obtainable traffic or market size
terrarium making near me,,terrarium making near me,Craft and making: Terrarium making,20,HIGH,100,0.3645,0.0000,0.0000,2025-august:20|2025-september:10|2025-october:20|2025-november:20|2025-december:20|2026-january:20|2026-february:10|2026-march:10|2026-april:20|2026-may:20|2026-june:10|2026-july:10,United Kingdom,2826,English,1000,Google Search,2026-09-03,Rounded historical demand signal; not obtainable traffic or market size
upcycling workshops near me,,upcycling workshops near me,Craft and making: Upcycling,20,HIGH,80,0.0000,0.0000,0.0000,2025-august:40|2025-september:30|2025-october:20|2025-november:20|2025-december:10|2026-january:20|2026-february:20|2026-march:40|2026-april:20|2026-may:20|2026-june:20|2026-july:10,United Kingdom,2826,English,1000,Google Search,2026-09-03,Rounded historical demand signal; not obtainable traffic or market size
wellbeing workshops near me,,wellbeing workshops near me,"Wellness, spa and retreats: Wellbeing workshops",20,MEDIUM,33,2.1400,0.5984,1.9645,2025-august:20|2025-september:70|2025-october:30|2025-november:10|2025-december:10|2026-january:30|2026-february:30|2026-march:20|2026-april:20|2026-may:20|2026-june:20|2026-july:10,United Kingdom,2826,English,1000,Google Search,2026-09-03,Rounded historical demand signal; not obtainable traffic or market size
wellness workshops near me,,wellness workshops near me,"Wellness, spa and retreats: Wellbeing workshops",20,LOW,29,2.2349,0.6919,1.3060,2025-august:10|2025-september:50|2025-october:20|2025-november:10|2025-december:10|2026-january:30|2026-february:20|2026-march:10|2026-april:20|2026-may:20|2026-june:20|2026-july:20,United Kingdom,2826,English,1000,Google Search,2026-09-03,Rounded historical demand signal; not obtainable traffic or market size
adult art workshops near me,,adult art workshops near me,Craft and making: General art workshops,10,LOW,29,0.5496,0.0000,0.0000,2025-august:10|2025-september:20|2025-october:10|2025-november:20|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,United Kingdom,2826,English,1000,Google Search,2026-09-03,Rounded historical demand signal; not obtainable traffic or market size
adult contemporary dance near me,,adult contemporary dance near me,Performance and dance: Contemporary dance,10,LOW,20,0.2760,0.0000,0.0000,2025-august:20|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,United Kingdom,2826,English,1000,Google Search,2026-09-03,Rounded historical demand signal; not obtainable traffic or market size
art gallery events near me,,art gallery events near me,"Ideas, books and learning: Gallery events",10,LOW,25,1.1035,0.3043,1.2041,2025-august:20|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:20|2026-february:20|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,United Kingdom,2826,English,1000,Google Search,2026-09-03,Rounded historical demand signal; not obtainable traffic or market size
birdwatching club near me,,birdwatching club near me,Nature and animals: Birdwatching groups,10,LOW,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,United Kingdom,2826,English,1000,Google Search,2026-09-03,Rounded historical demand signal; not obtainable traffic or market size
clothes swap events near me,,clothes swap events near me,Community and alternative: Clothes swaps,10,LOW,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:20|2025-november:10|2025-december:10|2026-january:20|2026-february:20|2026-march:20|2026-april:10|2026-may:20|2026-june:20|2026-july:10,United Kingdom,2826,English,1000,Google Search,2026-09-03,Rounded historical demand signal; not obtainable traffic or market size
coding workshops near me,,coding workshops near me,Technical and maker hobbies: Coding workshops,10,LOW,18,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:0|2026-april:10|2026-may:10|2026-june:10|2026-july:10,United Kingdom,2826,English,1000,Google Search,2026-09-03,Rounded historical demand signal; not obtainable traffic or market size
community garden events,,community garden events,Community and alternative: Community gardening,10,LOW,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,United Kingdom,2826,English,1000,Google Search,2026-09-03,Rounded historical demand signal; not obtainable traffic or market size
dinner with strangers near me,,dinner with strangers near me,Social and relationship: Dinner with strangers,10,LOW,6,0.0000,0.0000,0.0000,2025-august:30|2025-september:10|2025-october:10|2025-november:20|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,United Kingdom,2826,English,1000,Google Search,2026-09-03,Rounded historical demand signal; not obtainable traffic or market size
disc golf clubs near me,,disc golf clubs near me,Outdoor and endurance: Disc golf,10,LOW,4,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:0|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,United Kingdom,2826,English,1000,Google Search,2026-09-03,Rounded historical demand signal; not obtainable traffic or market size
drone groups near me,,drone groups near me,Technical and maker hobbies: Drone clubs,10,LOW,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,United Kingdom,2826,English,1000,Google Search,2026-09-03,Rounded historical demand signal; not obtainable traffic or market size
esports events near me,,esports events near me,Tabletop and games: Esports events,10,LOW,5,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:20|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,United Kingdom,2826,English,1000,Google Search,2026-09-03,Rounded historical demand signal; not obtainable traffic or market size
esports tournaments near me,,esports tournaments near me,Tabletop and games: Esports events,10,LOW,5,0.0000,0.0000,0.0000,2025-august:10|2025-september:30|2025-october:10|2025-november:20|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,United Kingdom,2826,English,1000,Google Search,2026-09-03,Rounded historical demand signal; not obtainable traffic or market size
expat events,,expat events,Social and relationship: Expat events,10,LOW,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:0|2025-december:10|2026-january:0|2026-february:10|2026-march:0|2026-april:0|2026-may:10|2026-june:0|2026-july:10,United Kingdom,2826,English,1000,Google Search,2026-09-03,Rounded historical demand signal; not obtainable traffic or market size
forest bathing events,,forest bathing events,Nature and animals: Forest bathing,10,LOW,11,9.9900,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,United Kingdom,2826,English,1000,Google Search,2026-09-03,Rounded historical demand signal; not obtainable traffic or market size
improv workshop near me,,improv workshop near me,Performance and dance: Improv classes,10,LOW,23,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:40|2025-november:10|2025-december:10|2026-january:20|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,United Kingdom,2826,English,1000,Google Search,2026-09-03,Rounded historical demand signal; not obtainable traffic or market size
language exchange events,,language exchange events,Social and relationship: Language exchange,10,LOW,20,3.8704,1.9306,8.9303,2025-august:10|2025-september:20|2025-october:20|2025-november:10|2025-december:10|2026-january:20|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:20,United Kingdom,2826,English,1000,Google Search,2026-09-03,Rounded historical demand signal; not obtainable traffic or market size
litter picking events near me,,litter picking events near me,Community and alternative: Litter-picking groups,10,LOW,4,18.9612,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:20|2026-march:20|2026-april:20|2026-may:20|2026-june:20|2026-july:10,United Kingdom,2826,English,1000,Google Search,2026-09-03,Rounded historical demand signal; not obtainable traffic or market size
local history talks,,local history talks,"Ideas, books and learning: History talks",10,LOW,1,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:20|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,United Kingdom,2826,English,1000,Google Search,2026-09-03,Rounded historical demand signal; not obtainable traffic or market size
offline events near me,,offline events near me,Community and alternative: Phone-free events,10,LOW,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:0|2025-october:10|2025-november:0|2025-december:0|2026-january:0|2026-february:10|2026-march:10|2026-april:0|2026-may:10|2026-june:10|2026-july:10,United Kingdom,2826,English,1000,Google Search,2026-09-03,Rounded historical demand signal; not obtainable traffic or market size
pasta workshop near me,,pasta workshop near me,Food and drink: Pasta making,10,HIGH,92,1.0378,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:20|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,United Kingdom,2826,English,1000,Google Search,2026-09-03,Rounded historical demand signal; not obtainable traffic or market size
robotics workshops near me,,robotics workshops near me,Technical and maker hobbies: Robotics workshops,10,LOW,7,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,United Kingdom,2826,English,1000,Google Search,2026-09-03,Rounded historical demand signal; not obtainable traffic or market size
sober social events,,sober social events,Social and relationship: Sober socials,10,LOW,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:0|2026-july:10,United Kingdom,2826,English,1000,Google Search,2026-09-03,Rounded historical demand signal; not obtainable traffic or market size
social hockey near me,,social hockey near me,Racket and team sport: Hockey,10,LOW,3,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:20|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,United Kingdom,2826,English,1000,Google Search,2026-09-03,Rounded historical demand signal; not obtainable traffic or market size
social rugby near me,,social rugby near me,Racket and team sport: Touch rugby,10,LOW,5,1.3946,0.0000,0.0000,2025-august:20|2025-september:20|2025-october:10|2025-november:20|2025-december:10|2026-january:10|2026-february:20|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,United Kingdom,2826,English,1000,Google Search,2026-09-03,Rounded historical demand signal; not obtainable traffic or market size
storytelling events near me,,storytelling events near me,Live culture: Storytelling nights,10,LOW,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:20|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,United Kingdom,2826,English,1000,Google Search,2026-09-03,Rounded historical demand signal; not obtainable traffic or market size
storytelling night,,storytelling night,Live culture: Storytelling nights,10,LOW,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:20|2026-april:50|2026-may:30|2026-june:10|2026-july:10,United Kingdom,2826,English,1000,Google Search,2026-09-03,Rounded historical demand signal; not obtainable traffic or market size
tabletop rpg near me,,tabletop rpg near me,Tabletop and games: Tabletop role-playing,10,LOW,6,0.2575,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:20,United Kingdom,2826,English,1000,Google Search,2026-09-03,Rounded historical demand signal; not obtainable traffic or market size
