submitted_keyword,returned_keyword,grouped_submitted_keywords,close_variants,niche,niche_phrase,lane,city,average_monthly_searches,competition,competition_index,average_cpc_gbp,low_top_of_page_gbp,high_top_of_page_gbp,geography_method,observed_at
damp proofing Southampton,damp proofing southampton,damp proofing Southampton,damp proofing Southampton,damp_proofing,damp proofing,high_ticket_home,Southampton,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
damp proofing Brighton,damp proofing brighton,damp proofing Brighton,damp proofing Brighton,damp_proofing,damp proofing,high_ticket_home,Brighton,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
damp proofing Coventry,damp proofing coventry,damp proofing Coventry,damp proofing Coventry,damp_proofing,damp proofing,high_ticket_home,Coventry,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
damp proofing Belfast,damp proofing belfast,damp proofing Belfast,damp proofing Belfast,damp_proofing,damp proofing,high_ticket_home,Belfast,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
damp proofing Reading,damp proofing reading,damp proofing Reading,damp proofing Reading,damp_proofing,damp proofing,high_ticket_home,Reading,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
damp proofing Oxford,damp proofing oxford,damp proofing Oxford,damp proofing Oxford,damp_proofing,damp proofing,high_ticket_home,Oxford,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
damp proofing Cambridge,damp proofing cambridge,damp proofing Cambridge,damp proofing Cambridge,damp_proofing,damp proofing,high_ticket_home,Cambridge,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
damp proofing Aberdeen,damp proofing aberdeen,damp proofing Aberdeen,damp proofing Aberdeen,damp_proofing,damp proofing,high_ticket_home,Aberdeen,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
damp proofing Plymouth,damp proofing plymouth,damp proofing Plymouth,damp proofing Plymouth,damp_proofing,damp proofing,high_ticket_home,Plymouth,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
damp proofing Exeter,damp proofing exeter,damp proofing Exeter,damp proofing Exeter,damp_proofing,damp proofing,high_ticket_home,Exeter,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
damp proofing Norwich,damp proofing norwich,damp proofing Norwich,damp proofing Norwich,damp_proofing,damp proofing,high_ticket_home,Norwich,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
damp proofing Swansea,damp proofing swansea,damp proofing Swansea,damp proofing Swansea,damp_proofing,damp proofing,high_ticket_home,Swansea,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
damp proofing York,damp proofing york,damp proofing York,damp proofing York,damp_proofing,damp proofing,high_ticket_home,York,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
emergency glazier Cardiff,emergency glazier cardiff,emergency glazier Cardiff,emergency glazier Cardiff,emergency_glazier,emergency glazier,urgent_trade,Cardiff,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
emergency glazier Newcastle,emergency glazier newcastle,emergency glazier Newcastle,emergency glazier Newcastle,emergency_glazier,emergency glazier,urgent_trade,Newcastle,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
emergency glazier Southampton,emergency glazier southampton,emergency glazier Southampton,emergency glazier Southampton,emergency_glazier,emergency glazier,urgent_trade,Southampton,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
emergency glazier Coventry,emergency glazier coventry,emergency glazier Coventry,emergency glazier Coventry,emergency_glazier,emergency glazier,urgent_trade,Coventry,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
emergency glazier Belfast,emergency glazier belfast,emergency glazier Belfast,emergency glazier Belfast,emergency_glazier,emergency glazier,urgent_trade,Belfast,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
emergency glazier Oxford,emergency glazier oxford,emergency glazier Oxford,emergency glazier Oxford,emergency_glazier,emergency glazier,urgent_trade,Oxford,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
emergency glazier Cambridge,emergency glazier cambridge,emergency glazier Cambridge,emergency glazier Cambridge,emergency_glazier,emergency glazier,urgent_trade,Cambridge,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
emergency glazier Aberdeen,emergency glazier aberdeen,emergency glazier Aberdeen,emergency glazier Aberdeen,emergency_glazier,emergency glazier,urgent_trade,Aberdeen,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
emergency glazier Plymouth,emergency glazier plymouth,emergency glazier Plymouth,emergency glazier Plymouth,emergency_glazier,emergency glazier,urgent_trade,Plymouth,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
emergency glazier Exeter,emergency glazier exeter,emergency glazier Exeter,emergency glazier Exeter,emergency_glazier,emergency glazier,urgent_trade,Exeter,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
emergency glazier Norwich,emergency glazier norwich,emergency glazier Norwich,emergency glazier Norwich,emergency_glazier,emergency glazier,urgent_trade,Norwich,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
emergency glazier Swansea,emergency glazier swansea,emergency glazier Swansea,emergency glazier Swansea,emergency_glazier,emergency glazier,urgent_trade,Swansea,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
emergency glazier York,emergency glazier york,emergency glazier York,emergency glazier York,emergency_glazier,emergency glazier,urgent_trade,York,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
personal injury solicitor Bristol,personal injury solicitor bristol,personal injury solicitor Bristol,personal injury solicitor Bristol,personal_injury_solicitor,personal injury solicitor,regulated_legal,Bristol,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
personal injury solicitor Cambridge,personal injury solicitor cambridge,personal injury solicitor Cambridge,personal injury solicitor Cambridge,personal_injury_solicitor,personal injury solicitor,regulated_legal,Cambridge,20,MEDIUM,47,29.6109,5.4380,24.2083,explicit_city_query_under_uk_target,2026-09-03
personal injury solicitor Exeter,personal injury solicitor exeter,personal injury solicitor Exeter,personal injury solicitor Exeter,personal_injury_solicitor,personal injury solicitor,regulated_legal,Exeter,10,MEDIUM,56,32.4542,2.9926,19.8342,explicit_city_query_under_uk_target,2026-09-03
resin driveways Oxford,resin driveways oxford,resin driveways Oxford,resin driveways Oxford,resin_driveways,resin driveways,high_ticket_home,Oxford,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
heat pump installer London,heat pump installer london,heat pump installer London,heat pump installer London,heat_pump_installer,heat pump installer,high_ticket_home,London,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
heat pump installer Birmingham,heat pump installer birmingham,heat pump installer Birmingham,heat pump installer Birmingham,heat_pump_installer,heat pump installer,high_ticket_home,Birmingham,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
heat pump installer Manchester,heat pump installer manchester,heat pump installer Manchester,heat pump installer Manchester,heat_pump_installer,heat pump installer,high_ticket_home,Manchester,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
heat pump installer Leeds,heat pump installer leeds,heat pump installer Leeds,heat pump installer Leeds,heat_pump_installer,heat pump installer,high_ticket_home,Leeds,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
heat pump installer Liverpool,heat pump installer liverpool,heat pump installer Liverpool,heat pump installer Liverpool,heat_pump_installer,heat pump installer,high_ticket_home,Liverpool,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
heat pump installer Bristol,heat pump installer bristol,heat pump installer Bristol,heat pump installer Bristol,heat_pump_installer,heat pump installer,high_ticket_home,Bristol,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
heat pump installer Sheffield,heat pump installer sheffield,heat pump installer Sheffield,heat pump installer Sheffield,heat_pump_installer,heat pump installer,high_ticket_home,Sheffield,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
heat pump installer Cardiff,heat pump installer cardiff,heat pump installer Cardiff,heat pump installer Cardiff,heat_pump_installer,heat pump installer,high_ticket_home,Cardiff,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
heat pump installer Newcastle,heat pump installer newcastle,heat pump installer Newcastle,heat pump installer Newcastle,heat_pump_installer,heat pump installer,high_ticket_home,Newcastle,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
heat pump installer Leicester,heat pump installer leicester,heat pump installer Leicester,heat pump installer Leicester,heat_pump_installer,heat pump installer,high_ticket_home,Leicester,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
heat pump installer Southampton,heat pump installer southampton,heat pump installer Southampton,heat pump installer Southampton,heat_pump_installer,heat pump installer,high_ticket_home,Southampton,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
heat pump installer Coventry,heat pump installer coventry,heat pump installer Coventry,heat pump installer Coventry,heat_pump_installer,heat pump installer,high_ticket_home,Coventry,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
heat pump installer Belfast,heat pump installer belfast,heat pump installer Belfast,heat pump installer Belfast,heat_pump_installer,heat pump installer,high_ticket_home,Belfast,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
heat pump installer Reading,heat pump installer reading,heat pump installer Reading,heat pump installer Reading,heat_pump_installer,heat pump installer,high_ticket_home,Reading,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
heat pump installer Oxford,heat pump installer oxford,heat pump installer Oxford,heat pump installer Oxford,heat_pump_installer,heat pump installer,high_ticket_home,Oxford,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
heat pump installer Cambridge,heat pump installer cambridge,heat pump installer Cambridge,heat pump installer Cambridge,heat_pump_installer,heat pump installer,high_ticket_home,Cambridge,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
heat pump installer Aberdeen,heat pump installer aberdeen,heat pump installer Aberdeen,heat pump installer Aberdeen,heat_pump_installer,heat pump installer,high_ticket_home,Aberdeen,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
heat pump installer Plymouth,heat pump installer plymouth,heat pump installer Plymouth,heat pump installer Plymouth,heat_pump_installer,heat pump installer,high_ticket_home,Plymouth,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
heat pump installer Exeter,heat pump installer exeter,heat pump installer Exeter,heat pump installer Exeter,heat_pump_installer,heat pump installer,high_ticket_home,Exeter,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
heat pump installer Norwich,heat pump installer norwich,heat pump installer Norwich,heat pump installer Norwich,heat_pump_installer,heat pump installer,high_ticket_home,Norwich,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
heat pump installer Swansea,heat pump installer swansea,heat pump installer Swansea,heat pump installer Swansea,heat_pump_installer,heat pump installer,high_ticket_home,Swansea,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
heat pump installer York,heat pump installer york,heat pump installer York,heat pump installer York,heat_pump_installer,heat pump installer,high_ticket_home,York,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
spray foam removal London,spray foam removal london,spray foam removal London,spray foam removal London,spray_foam_removal,spray foam removal,specialist_remediation,London,110,MEDIUM,38,57.2989,4.1685,28.0262,explicit_city_query_under_uk_target,2026-09-03
spray foam removal Birmingham,spray foam removal birmingham,spray foam removal Birmingham,spray foam removal Birmingham,spray_foam_removal,spray foam removal,specialist_remediation,Birmingham,30,MEDIUM,49,81.8078,24.8955,66.6964,explicit_city_query_under_uk_target,2026-09-03
spray foam removal Manchester,spray foam removal manchester,spray foam removal Manchester,spray foam removal Manchester,spray_foam_removal,spray foam removal,specialist_remediation,Manchester,20,HIGH,73,1.3006,8.2528,19.3458,explicit_city_query_under_uk_target,2026-09-03
spray foam removal Glasgow,spray foam removal glasgow,spray foam removal Glasgow,spray foam removal Glasgow,spray_foam_removal,spray foam removal,specialist_remediation,Glasgow,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
spray foam removal Leeds,spray foam removal leeds,spray foam removal Leeds,spray foam removal Leeds,spray_foam_removal,spray foam removal,specialist_remediation,Leeds,10,HIGH,80,31.6595,7.6854,26.5196,explicit_city_query_under_uk_target,2026-09-03
spray foam removal Liverpool,spray foam removal liverpool,spray foam removal Liverpool,spray foam removal Liverpool,spray_foam_removal,spray foam removal,specialist_remediation,Liverpool,20,MEDIUM,60,0.0000,5.3102,28.0846,explicit_city_query_under_uk_target,2026-09-03
spray foam removal Bristol,spray foam removal bristol,spray foam removal Bristol,spray foam removal Bristol,spray_foam_removal,spray foam removal,specialist_remediation,Bristol,40,MEDIUM,43,0.0000,1.7644,17.1477,explicit_city_query_under_uk_target,2026-09-03
spray foam removal Sheffield,spray foam removal sheffield,spray foam removal Sheffield,spray foam removal Sheffield,spray_foam_removal,spray foam removal,specialist_remediation,Sheffield,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
